id,date,city,store_localisation_x,store_localisation_y,product,quantity,event_ID,is_event,min_people,max_people
1,01.04.2024,Krakow,50.068749673754766,19.90993680739393,beer,100,-1,-1.0,-1.0,-1.0
2,01.04.2024,Krakow,50.068749673754766,19.90993680739393,bread/bakery,426,-1,-1.0,-1.0,-1.0
3,01.04.2024,Krakow,50.068749673754766,19.90993680739393,beverages,322,-1,-1.0,-1.0,-1.0
4,01.04.2024,Krakow,50.068749673754766,19.90993680739393,dairy,54,-1,-1.0,-1.0,-1.0
5,01.04.2024,Krakow,50.068749673754766,19.90993680739393,eggs,67,-1,-1.0,-1.0,-1.0
6,01.04.2024,Krakow,50.068749673754766,19.90993680739393,sweets,202,-1,-1.0,-1.0,-1.0
7,01.04.2024,Krakow,50.068749673754766,19.90993680739393,meat,21,-1,-1.0,-1.0,-1.0
8,01.04.2024,Krakow,50.068749673754766,19.90993680739393,cleaning_products,240,-1,-1.0,-1.0,-1.0
9,01.04.2024,Krakow,50.068749673754766,19.90993680739393,vegetables,448,-1,-1.0,-1.0,-1.0
10,01.04.2024,Krakow,50.068749673754766,19.90993680739393,fruits,268,-1,-1.0,-1.0,-1.0
11,01.04.2024,Krakow,50.068749673754766,19.90993680739393,chips,116,-1,-1.0,-1.0,-1.0
12,01.04.2024,Krakow,50.068749673754766,19.90993680739393,ice_cream,217,-1,-1.0,-1.0,-1.0
13,01.04.2024,Krakow,50.068749673754766,19.90993680739393,alcohol,81,-1,-1.0,-1.0,-1.0
14,01.04.2024,Krakow,50.07587092194372,19.931398629767745,beer,127,-1,-1.0,-1.0,-1.0
15,01.04.2024,Krakow,50.07587092194372,19.931398629767745,bread/bakery,453,-1,-1.0,-1.0,-1.0
16,01.04.2024,Krakow,50.07587092194372,19.931398629767745,beverages,334,-1,-1.0,-1.0,-1.0
17,01.04.2024,Krakow,50.07587092194372,19.931398629767745,dairy,29,-1,-1.0,-1.0,-1.0
18,01.04.2024,Krakow,50.07587092194372,19.931398629767745,eggs,66,-1,-1.0,-1.0,-1.0
19,01.04.2024,Krakow,50.07587092194372,19.931398629767745,sweets,245,-1,-1.0,-1.0,-1.0
20,01.04.2024,Krakow,50.07587092194372,19.931398629767745,meat,56,-1,-1.0,-1.0,-1.0
21,01.04.2024,Krakow,50.07587092194372,19.931398629767745,cleaning_products,156,-1,-1.0,-1.0,-1.0
22,01.04.2024,Krakow,50.07587092194372,19.931398629767745,vegetables,303,-1,-1.0,-1.0,-1.0
23,01.04.2024,Krakow,50.07587092194372,19.931398629767745,fruits,228,-1,-1.0,-1.0,-1.0
24,01.04.2024,Krakow,50.07587092194372,19.931398629767745,chips,133,-1,-1.0,-1.0,-1.0
25,01.04.2024,Krakow,50.07587092194372,19.931398629767745,ice_cream,173,-1,-1.0,-1.0,-1.0
26,01.04.2024,Krakow,50.07587092194372,19.931398629767745,alcohol,99,-1,-1.0,-1.0,-1.0
27,01.04.2024,Krakow,50.066587544336336,19.9864214655028,beer,199,-1,-1.0,-1.0,-1.0
28,01.04.2024,Krakow,50.066587544336336,19.9864214655028,bread/bakery,245,-1,-1.0,-1.0,-1.0
29,01.04.2024,Krakow,50.066587544336336,19.9864214655028,beverages,392,-1,-1.0,-1.0,-1.0
30,01.04.2024,Krakow,50.066587544336336,19.9864214655028,dairy,62,-1,-1.0,-1.0,-1.0
31,01.04.2024,Krakow,50.066587544336336,19.9864214655028,eggs,67,-1,-1.0,-1.0,-1.0
32,01.04.2024,Krakow,50.066587544336336,19.9864214655028,sweets,276,-1,-1.0,-1.0,-1.0
33,01.04.2024,Krakow,50.066587544336336,19.9864214655028,meat,27,-1,-1.0,-1.0,-1.0
34,01.04.2024,Krakow,50.066587544336336,19.9864214655028,cleaning_products,136,-1,-1.0,-1.0,-1.0
35,01.04.2024,Krakow,50.066587544336336,19.9864214655028,vegetables,431,-1,-1.0,-1.0,-1.0
36,01.04.2024,Krakow,50.066587544336336,19.9864214655028,fruits,305,-1,-1.0,-1.0,-1.0
37,01.04.2024,Krakow,50.066587544336336,19.9864214655028,chips,156,-1,-1.0,-1.0,-1.0
38,01.04.2024,Krakow,50.066587544336336,19.9864214655028,ice_cream,159,-1,-1.0,-1.0,-1.0
39,01.04.2024,Krakow,50.066587544336336,19.9864214655028,alcohol,89,-1,-1.0,-1.0,-1.0
40,01.04.2024,Krakow,50.059562,19.944928,beer,104,-1,-1.0,-1.0,-1.0
41,01.04.2024,Krakow,50.059562,19.944928,bread/bakery,450,-1,-1.0,-1.0,-1.0
42,01.04.2024,Krakow,50.059562,19.944928,beverages,464,-1,-1.0,-1.0,-1.0
43,01.04.2024,Krakow,50.059562,19.944928,dairy,36,-1,-1.0,-1.0,-1.0
44,01.04.2024,Krakow,50.059562,19.944928,eggs,36,-1,-1.0,-1.0,-1.0
45,01.04.2024,Krakow,50.059562,19.944928,sweets,376,-1,-1.0,-1.0,-1.0
46,01.04.2024,Krakow,50.059562,19.944928,meat,60,-1,-1.0,-1.0,-1.0
47,01.04.2024,Krakow,50.059562,19.944928,cleaning_products,194,-1,-1.0,-1.0,-1.0
48,01.04.2024,Krakow,50.059562,19.944928,vegetables,496,-1,-1.0,-1.0,-1.0
49,01.04.2024,Krakow,50.059562,19.944928,fruits,302,-1,-1.0,-1.0,-1.0
50,01.04.2024,Krakow,50.059562,19.944928,chips,182,-1,-1.0,-1.0,-1.0
51,01.04.2024,Krakow,50.059562,19.944928,ice_cream,214,-1,-1.0,-1.0,-1.0
52,01.04.2024,Krakow,50.059562,19.944928,alcohol,136,-1,-1.0,-1.0,-1.0
53,01.04.2024,Krakow,50.052401,19.928392,beer,157,-1,-1.0,-1.0,-1.0
54,01.04.2024,Krakow,50.052401,19.928392,bread/bakery,467,-1,-1.0,-1.0,-1.0
55,01.04.2024,Krakow,50.052401,19.928392,beverages,423,-1,-1.0,-1.0,-1.0
56,01.04.2024,Krakow,50.052401,19.928392,dairy,37,-1,-1.0,-1.0,-1.0
57,01.04.2024,Krakow,50.052401,19.928392,eggs,56,-1,-1.0,-1.0,-1.0
58,01.04.2024,Krakow,50.052401,19.928392,sweets,263,-1,-1.0,-1.0,-1.0
59,01.04.2024,Krakow,50.052401,19.928392,meat,45,-1,-1.0,-1.0,-1.0
60,01.04.2024,Krakow,50.052401,19.928392,cleaning_products,286,-1,-1.0,-1.0,-1.0
61,01.04.2024,Krakow,50.052401,19.928392,vegetables,406,-1,-1.0,-1.0,-1.0
62,01.04.2024,Krakow,50.052401,19.928392,fruits,339,-1,-1.0,-1.0,-1.0
63,01.04.2024,Krakow,50.052401,19.928392,chips,113,-1,-1.0,-1.0,-1.0
64,01.04.2024,Krakow,50.052401,19.928392,ice_cream,183,-1,-1.0,-1.0,-1.0
65,01.04.2024,Krakow,50.052401,19.928392,alcohol,89,-1,-1.0,-1.0,-1.0
66,01.04.2024,Krakow,50.06534876399249,19.93232669200492,beer,111,-1,-1.0,-1.0,-1.0
67,01.04.2024,Krakow,50.06534876399249,19.93232669200492,bread/bakery,246,-1,-1.0,-1.0,-1.0
68,01.04.2024,Krakow,50.06534876399249,19.93232669200492,beverages,400,-1,-1.0,-1.0,-1.0
69,01.04.2024,Krakow,50.06534876399249,19.93232669200492,dairy,58,-1,-1.0,-1.0,-1.0
70,01.04.2024,Krakow,50.06534876399249,19.93232669200492,eggs,52,-1,-1.0,-1.0,-1.0
71,01.04.2024,Krakow,50.06534876399249,19.93232669200492,sweets,250,-1,-1.0,-1.0,-1.0
72,01.04.2024,Krakow,50.06534876399249,19.93232669200492,meat,26,-1,-1.0,-1.0,-1.0
73,01.04.2024,Krakow,50.06534876399249,19.93232669200492,cleaning_products,157,-1,-1.0,-1.0,-1.0
74,01.04.2024,Krakow,50.06534876399249,19.93232669200492,vegetables,470,-1,-1.0,-1.0,-1.0
75,01.04.2024,Krakow,50.06534876399249,19.93232669200492,fruits,209,-1,-1.0,-1.0,-1.0
76,01.04.2024,Krakow,50.06534876399249,19.93232669200492,chips,102,-1,-1.0,-1.0,-1.0
77,01.04.2024,Krakow,50.06534876399249,19.93232669200492,ice_cream,221,-1,-1.0,-1.0,-1.0
78,01.04.2024,Krakow,50.06534876399249,19.93232669200492,alcohol,136,-1,-1.0,-1.0,-1.0
79,01.04.2024,Krakow,50.06117699958193,19.931546069349587,beer,200,-1,-1.0,-1.0,-1.0
80,01.04.2024,Krakow,50.06117699958193,19.931546069349587,bread/bakery,430,-1,-1.0,-1.0,-1.0
81,01.04.2024,Krakow,50.06117699958193,19.931546069349587,beverages,373,-1,-1.0,-1.0,-1.0
82,01.04.2024,Krakow,50.06117699958193,19.931546069349587,dairy,45,-1,-1.0,-1.0,-1.0
83,01.04.2024,Krakow,50.06117699958193,19.931546069349587,eggs,70,-1,-1.0,-1.0,-1.0
84,01.04.2024,Krakow,50.06117699958193,19.931546069349587,sweets,341,-1,-1.0,-1.0,-1.0
85,01.04.2024,Krakow,50.06117699958193,19.931546069349587,meat,33,-1,-1.0,-1.0,-1.0
86,01.04.2024,Krakow,50.06117699958193,19.931546069349587,cleaning_products,298,-1,-1.0,-1.0,-1.0
87,01.04.2024,Krakow,50.06117699958193,19.931546069349587,vegetables,303,-1,-1.0,-1.0,-1.0
88,01.04.2024,Krakow,50.06117699958193,19.931546069349587,fruits,352,-1,-1.0,-1.0,-1.0
89,01.04.2024,Krakow,50.06117699958193,19.931546069349587,chips,110,-1,-1.0,-1.0,-1.0
90,01.04.2024,Krakow,50.06117699958193,19.931546069349587,ice_cream,231,-1,-1.0,-1.0,-1.0
91,01.04.2024,Krakow,50.06117699958193,19.931546069349587,alcohol,71,-1,-1.0,-1.0,-1.0
92,01.04.2024,Krakow,50.07869044246752,19.948764088021026,beer,166,-1,-1.0,-1.0,-1.0
93,01.04.2024,Krakow,50.07869044246752,19.948764088021026,bread/bakery,299,-1,-1.0,-1.0,-1.0
94,01.04.2024,Krakow,50.07869044246752,19.948764088021026,beverages,315,-1,-1.0,-1.0,-1.0
